2024-08-25 18:30:34,819 INFO    StreamThr :8083 [internal.py:wandb_internal():85] W&B internal server running at pid: 8083, started at: 2024-08-25 18:30:34.818526
2024-08-25 18:30:34,823 DEBUG   HandlerThread:8083 [handler.py:handle_request():158] handle_request: status
2024-08-25 18:30:34,830 INFO    WriterThread:8083 [datastore.py:open_for_write():87] open: /home/eric/AgentBoard/agentboard/wandb/run-20240825_183034-nywb2c7d/run-nywb2c7d.wandb
2024-08-25 18:30:34,831 DEBUG   SenderThread:8083 [sender.py:send():391] send: header
2024-08-25 18:30:34,855 DEBUG   SenderThread:8083 [sender.py:send():391] send: run
2024-08-25 18:30:35,527 INFO    SenderThread:8083 [dir_watcher.py:__init__():211] watching files in: /home/eric/AgentBoard/agentboard/wandb/run-20240825_183034-nywb2c7d/files
2024-08-25 18:30:35,527 INFO    SenderThread:8083 [sender.py:_start_run_threads():1200] run started: nywb2c7d with start time 1724581834.818727
2024-08-25 18:30:35,554 DEBUG   HandlerThread:8083 [handler.py:handle_request():158] handle_request: check_version
2024-08-25 18:30:35,554 DEBUG   SenderThread:8083 [sender.py:send_request():418] send_request: check_version
2024-08-25 18:30:36,582 DEBUG   HandlerThread:8083 [handler.py:handle_request():158] handle_request: run_start
2024-08-25 18:30:36,591 ERROR   HandlerThread:8083 [gpu.py:is_available():381] Error initializing NVML: Driver Not Loaded
2024-08-25 18:30:36,592 DEBUG   HandlerThread:8083 [system_info.py:__init__():26] System info init
2024-08-25 18:30:36,592 DEBUG   HandlerThread:8083 [system_info.py:__init__():41] System info init done
2024-08-25 18:30:36,592 INFO    HandlerThread:8083 [system_monitor.py:start():194] Starting system monitor
2024-08-25 18:30:36,592 INFO    SystemMonitor:8083 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-25 18:30:36,593 INFO    HandlerThread:8083 [system_monitor.py:probe():214] Collecting system info
2024-08-25 18:30:36,594 INFO    SystemMonitor:8083 [interfaces.py:start():188] Started cpu monitoring
2024-08-25 18:30:36,595 INFO    SystemMonitor:8083 [interfaces.py:start():188] Started disk monitoring
2024-08-25 18:30:36,595 INFO    SystemMonitor:8083 [interfaces.py:start():188] Started memory monitoring
2024-08-25 18:30:36,595 INFO    SystemMonitor:8083 [interfaces.py:start():188] Started network monitoring
2024-08-25 18:30:36,633 DEBUG   HandlerThread:8083 [system_info.py:probe():152] Probing system
2024-08-25 18:30:36,648 DEBUG   HandlerThread:8083 [system_info.py:_probe_git():137] Probing git
2024-08-25 18:30:36,670 DEBUG   HandlerThread:8083 [system_info.py:_probe_git():145] Probing git done
2024-08-25 18:30:36,670 DEBUG   HandlerThread:8083 [system_info.py:probe():200] Probing system done
