2024-09-04 11:25:58,560 INFO    StreamThr :73104 [internal.py:wandb_internal():85] W&B internal server running at pid: 73104, started at: 2024-09-04 11:25:58.560021
2024-09-04 11:25:58,562 DEBUG   HandlerThread:73104 [handler.py:handle_request():158] handle_request: status
2024-09-04 11:25:58,565 INFO    WriterThread:73104 [datastore.py:open_for_write():87] open: /home/zky/AgentBoard_metasearch/agentboard/wandb/run-20240904_112558-u3nicggr/run-u3nicggr.wandb
2024-09-04 11:25:58,566 DEBUG   SenderThread:73104 [sender.py:send():391] send: header
2024-09-04 11:25:58,584 DEBUG   SenderThread:73104 [sender.py:send():391] send: run
2024-09-04 11:25:59,759 INFO    SenderThread:73104 [dir_watcher.py:__init__():211] watching files in: /home/zky/AgentBoard_metasearch/agentboard/wandb/run-20240904_112558-u3nicggr/files
2024-09-04 11:25:59,759 INFO    SenderThread:73104 [sender.py:_start_run_threads():1200] run started: u3nicggr with start time 1725420358.559091
2024-09-04 11:25:59,766 DEBUG   HandlerThread:73104 [handler.py:handle_request():158] handle_request: check_version
2024-09-04 11:25:59,767 DEBUG   SenderThread:73104 [sender.py:send_request():418] send_request: check_version
2024-09-04 11:26:00,358 DEBUG   HandlerThread:73104 [handler.py:handle_request():158] handle_request: run_start
2024-09-04 11:26:00,369 DEBUG   HandlerThread:73104 [system_info.py:__init__():26] System info init
2024-09-04 11:26:00,370 DEBUG   HandlerThread:73104 [system_info.py:__init__():41] System info init done
2024-09-04 11:26:00,370 INFO    HandlerThread:73104 [system_monitor.py:start():194] Starting system monitor
2024-09-04 11:26:00,370 INFO    SystemMonitor:73104 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-04 11:26:00,370 INFO    HandlerThread:73104 [system_monitor.py:probe():214] Collecting system info
2024-09-04 11:26:00,371 INFO    SystemMonitor:73104 [interfaces.py:start():188] Started cpu monitoring
2024-09-04 11:26:00,373 INFO    SystemMonitor:73104 [interfaces.py:start():188] Started disk monitoring
2024-09-04 11:26:00,373 INFO    SystemMonitor:73104 [interfaces.py:start():188] Started gpu monitoring
2024-09-04 11:26:00,374 INFO    SystemMonitor:73104 [interfaces.py:start():188] Started memory monitoring
2024-09-04 11:26:00,375 INFO    SystemMonitor:73104 [interfaces.py:start():188] Started network monitoring
2024-09-04 11:26:00,384 DEBUG   HandlerThread:73104 [system_info.py:probe():152] Probing system
2024-09-04 11:26:00,437 DEBUG   HandlerThread:73104 [system_info.py:_probe_git():137] Probing git
2024-09-04 11:26:00,445 DEBUG   HandlerThread:73104 [system_info.py:_probe_git():145] Probing git done
2024-09-04 11:26:00,445 DEBUG   HandlerThread:73104 [system_info.py:probe():200] Probing system done
2024-09-04 11:26:00,445 DEBUG   HandlerThread:73104 [system_monitor.py:probe():223] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.17', 'python': '3.8.13', 'heartbeatAt': '2024-09-04T03:26:00.384597', 'startedAt': '2024-09-04T03:25:58.552741', 'docker': None, 'cuda': None, 'args': ('--cfg-path', '../eval_configs/main_results_all_tasks.yaml', '--tasks', 'scienceworld', '--wandb', '--log_path', '../results/gpt-3.5-turbo-0125', '--project_name', 'evaluate-gpt-35-turbo-0125', '--baseline_dir', '../data/baseline_results', '--planning', 'DEPS', '--reasoning', 'CoT_SC', '--memory', 'None', '--tooluse', 'None', '--model', 'gpt-3.5-turbo-0125'), 'state': 'running', 'program': 'eval_main_sci.py', 'codePathLocal': 'eval_main_sci.py', 'codePath': 'agentboard/eval_main_sci.py', 'git': {'remote': 'https://github.com/hkust-nlp/AgentBoard.git', 'commit': 'bb7255e2daf1989069a186dad9e53f70680961db'}, 'email': None, 'root': '/home/zky/AgentBoard_metasearch', 'host': 'LAPTOP-5PO7LLCG', 'username': 'zky', 'executable': '/home/zky/anaconda3/envs/AgentBoard/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3792.631999999999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}, {'current': 3792.632, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 39.40303039550781}}, 'gpu': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4060 Laptop GPU', 'memory_total': 8585740288}], 'memory': {'total': 7.359710693359375}}
2024-09-04 11:26:00,446 INFO    HandlerThread:73104 [system_monitor.py:probe():224] Finished collecting system info
2024-09-04 11:26:00,446 INFO    HandlerThread:73104 [system_monitor.py:probe():227] Publishing system info
