2024-08-27 18:20:03,947 INFO    StreamThr :221925 [internal.py:wandb_internal():85] W&B internal server running at pid: 221925, started at: 2024-08-27 18:20:03.946677
2024-08-27 18:20:03,948 DEBUG   HandlerThread:221925 [handler.py:handle_request():158] handle_request: status
2024-08-27 18:20:03,952 INFO    WriterThread:221925 [datastore.py:open_for_write():87] open: /home/zky/AgentBoard_metasearch/agentboard/wandb/run-20240827_182003-a6prr6ys/run-a6prr6ys.wandb
2024-08-27 18:20:03,952 DEBUG   SenderThread:221925 [sender.py:send():391] send: header
2024-08-27 18:20:03,969 DEBUG   SenderThread:221925 [sender.py:send():391] send: run
2024-08-27 18:20:05,136 INFO    SenderThread:221925 [dir_watcher.py:__init__():211] watching files in: /home/zky/AgentBoard_metasearch/agentboard/wandb/run-20240827_182003-a6prr6ys/files
2024-08-27 18:20:05,136 INFO    SenderThread:221925 [sender.py:_start_run_threads():1200] run started: a6prr6ys with start time 1724754003.946853
2024-08-27 18:20:05,140 DEBUG   HandlerThread:221925 [handler.py:handle_request():158] handle_request: check_version
2024-08-27 18:20:05,140 DEBUG   SenderThread:221925 [sender.py:send_request():418] send_request: check_version
2024-08-27 18:20:05,776 DEBUG   HandlerThread:221925 [handler.py:handle_request():158] handle_request: run_start
2024-08-27 18:20:05,790 DEBUG   HandlerThread:221925 [system_info.py:__init__():26] System info init
2024-08-27 18:20:05,790 DEBUG   HandlerThread:221925 [system_info.py:__init__():41] System info init done
2024-08-27 18:20:05,791 INFO    HandlerThread:221925 [system_monitor.py:start():194] Starting system monitor
2024-08-27 18:20:05,791 INFO    SystemMonitor:221925 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-27 18:20:05,791 INFO    HandlerThread:221925 [system_monitor.py:probe():214] Collecting system info
2024-08-27 18:20:05,792 INFO    SystemMonitor:221925 [interfaces.py:start():188] Started cpu monitoring
2024-08-27 18:20:05,794 INFO    SystemMonitor:221925 [interfaces.py:start():188] Started disk monitoring
2024-08-27 18:20:05,794 INFO    SystemMonitor:221925 [interfaces.py:start():188] Started gpu monitoring
2024-08-27 18:20:05,795 INFO    SystemMonitor:221925 [interfaces.py:start():188] Started memory monitoring
2024-08-27 18:20:05,796 INFO    SystemMonitor:221925 [interfaces.py:start():188] Started network monitoring
2024-08-27 18:20:05,805 DEBUG   HandlerThread:221925 [system_info.py:probe():152] Probing system
2024-08-27 18:20:05,863 DEBUG   HandlerThread:221925 [system_info.py:_probe_git():137] Probing git
2024-08-27 18:20:05,874 DEBUG   HandlerThread:221925 [system_info.py:_probe_git():145] Probing git done
2024-08-27 18:20:05,874 DEBUG   HandlerThread:221925 [system_info.py:probe():200] Probing system done
